iPhone 11,Phone,164g,1828 mAh,256 GB,Apple A14 Bionic,6.1,Gold,2020-08-28,1199
iPhone 11 Pro Max,Phone,189g,,64 GB,Apple A12 Bionic,5.8,Black,2020-10-04,709
iPhone 12 Pro Max,Phone,228g,2658 mAh,64 GB,Apple A13 Bionic,6.7,White,2020-08-11,1449
iPhone 11,Phone,164g,1828 mAh,256 GB,Apple A14 Bionic,4.7,Gold,2020-10-09,925
iPhone 11 Pro,Phone,177g,2775 mAh,256 GB,Apple A13 Bionic,6.5,White,2020-09-03,1639
iPhone XR,Phone,228g,,512 GB,Apple A14 Bionic,4.7,White,2020-07-15,925
iPhone XS Max,Phone,177g,,512 GB,Apple A14 Bionic,5.4,White,2020-06-06,1379
iPhone 11,Phone,164g,,32 GB,Apple A14 Bionic,6.7,Green,2020-06-21,699
iPhone SE,Phone,164g,,256 GB,Apple A13 Bionic,5.4,White,2020-08-10,995
iPhone SE,Phone,177g,,64 GB,Apple A14 Bionic,6.5,Blue,2020-04-05,995
iPhone SE,Phone,189g,,256 GB,Apple A14 Bionic,5.4,Green,2020-02-05,1449
iPhone XS Max,Phone,164g,2658 mAh,32 GB,Apple A13 Bionic,5.4,Green,2020-03-30,849
iPhone 11,Phone,189g,2658 mAh,512 GB,Apple A14 Bionic,6.1,Red,2020-01-28,849
iPhone 11 Pro Max,Phone,177g,2775 mAh,32 GB,Apple A13 Bionic,6.7,White,2020-10-12,925
iPhone 11 Pro Max,Phone,164g,2658 mAh,512 GB,Apple A12 Bionic,5.8,Red,2020-06-20,849
iPhone XR,Phone,177g,,512 GB,Apple A13 Bionic,5.8,Green,2020-08-17,1379
iPhone SE,Phone,177g,2775 mAh,256 GB,Apple A13 Bionic,6.1,White,2020-06-07,599
iPhone XR,Phone,228g,2775 mAh,512 GB,Apple A13 Bionic,5.8,White,2020-09-03,849
iPhone XS,Phone,189g,2775 mAh,512 GB,Apple A13 Bionic,5.8,White,2020-01-26,1639
iPhone 12 Mini,Phone,189g,2775 mAh,64 GB,Apple A14 Bionic,4.7,Green,2020-05-22,1515
iPhone 11,Phone,177g,2658 mAh,64 GB,Apple A14 Bionic,6.7,Red,2020-09-01,1639
iPhone 11,Phone,177g,,32 GB,Apple A13 Bionic,6.1,Green,2020-06-17,925
iPhone SE,Phone,164g,3190 mAh,512 GB,Apple A13 Bionic,6.7,Black,2020-10-12,599
iPhone XS,Phone,177g,2775 mAh,512 GB,Apple A12 Bionic,6.5,Blue,2020-01-12,699
iPhone 12,Phone,164g,2658 mAh,512 GB,Apple A13 Bionic,4.7,White,2020-11-03,679
iPhone 11 Pro Max,Phone,189g,2658 mAh,64 GB,Apple A14 Bionic,5.8,Black,2020-06-30,639
iPhone 12,Phone,164g,1828 mAh,64 GB,Apple A13 Bionic,6.7,White,2020-09-14,1379
iPhone 11,Phone,228g,2775 mAh,256 GB,Apple A13 Bionic,6.7,Red,2020-09-04,849
iPhone 12,Phone,177g,2658 mAh,512 GB,Apple A12 Bionic,5.4,Red,2020-09-28,925
iPhone 11,Phone,228g,,64 GB,Apple A12 Bionic,6.5,White,2020-06-08,599
iPhone XS Max,Phone,164g,1828 mAh,256 GB,Apple A14 Bionic,5.4,Green,2020-05-04,1379
iPhone 12 Pro,Phone,228g,,64 GB,Apple A14 Bionic,6.5,Blue,2020-02-26,849
iPhone 11 Pro Max,Phone,189g,,256 GB,Apple A13 Bionic,5.4,Green,2020-09-12,1515
iPhone 12,Phone,228g,,32 GB,Apple A13 Bionic,6.7,Blue,2020-07-05,1199
iPhone XR,Phone,164g,2775 mAh,64 GB,Apple A14 Bionic,4.7,Red,2020-07-03,1449
iPhone 12 Mini,Phone,177g,1828 mAh,512 GB,Apple A14 Bionic,6.1,Blue,2020-06-06,925
iPhone 12 Mini,Phone,164g,3190 mAh,512 GB,Apple A12 Bionic,6.1,Blue,2020-07-17,1515
iPhone 11 Pro Max,Phone,228g,1828 mAh,32 GB,Apple A13 Bionic,4.7,Red,2020-03-24,849
iPhone 11 Pro,Phone,177g,,512 GB,Apple A12 Bionic,4.7,Blue,2020-10-05,599
iPhone 11,Phone,177g,1828 mAh,512 GB,Apple A12 Bionic,6.1,Red,2020-09-05,849
iPhone 11 Pro Max,Phone,228g,3190 mAh,256 GB,Apple A12 Bionic,6.1,Blue,2020-11-21,679
iPhone SE,Phone,164g,1828 mAh,512 GB,Apple A14 Bionic,6.1,Black,2020-02-12,709
iPhone 12 Mini,Phone,177g,3190 mAh,256 GB,Apple A12 Bionic,5.4,Black,2020-09-09,1639
iPhone 12,Phone,228g,3190 mAh,32 GB,Apple A14 Bionic,5.8,Black,2020-07-07,849
iPhone XS,Phone,228g,1828 mAh,256 GB,Apple A12 Bionic,5.8,Blue,2020-02-16,1199
iPhone 11 Pro,Phone,189g,2658 mAh,32 GB,Apple A14 Bionic,6.5,Green,2020-08-28,679
iPhone 11 Pro,Phone,177g,,512 GB,Apple A14 Bionic,6.7,Gold,2020-08-21,639
iPhone 12,Phone,189g,,256 GB,Apple A12 Bionic,4.7,Blue,2020-11-13,1379
iPhone SE,Phone,177g,,256 GB,Apple A13 Bionic,6.5,Gold,2020-06-19,925
iPhone XS Max,Phone,228g,3190 mAh,64 GB,Apple A14 Bionic,5.8,Red,2020-10-19,949
iPhone 12 Pro Max,Phone,189g,,256 GB,Apple A12 Bionic,6.7,White,2020-07-15,709
iPhone 11 Pro Max,Phone,177g,1828 mAh,64 GB,Apple A12 Bionic,6.1,Green,2020-02-23,639
iPhone 12 Mini,Phone,177g,2775 mAh,64 GB,Apple A12 Bionic,6.7,Black,2020-01-20,925
iPhone 12,Phone,228g,,512 GB,Apple A13 Bionic,6.7,Red,2020-03-10,1199
iPhone 11,Phone,177g,,256 GB,Apple A12 Bionic,5.4,Blue,2020-05-21,949
iPhone 11,Phone,177g,2658 mAh,256 GB,Apple A13 Bionic,6.7,Black,2020-07-20,949
iPhone 11,Phone,164g,,256 GB,Apple A12 Bionic,6.1,White,2020-02-27,1639
iPhone SE,Phone,164g,3190 mAh,32 GB,Apple A13 Bionic,6.5,Black,2020-04-29,599
iPhone XR,Phone,228g,,32 GB,Apple A12 Bionic,6.7,Green,2020-11-01,925
iPhone 11 Pro,Phone,228g,1828 mAh,32 GB,Apple A14 Bionic,5.4,White,2020-09-19,709
iPhone 11 Pro Max,Phone,164g,2658 mAh,256 GB,Apple A13 Bionic,6.5,Blue,2020-03-12,1449
iPhone XR,Phone,228g,2658 mAh,512 GB,Apple A13 Bionic,6.5,Gold,2020-07-23,929
iPhone 12 Pro Max,Phone,177g,2775 mAh,32 GB,Apple A13 Bionic,6.1,White,2020-03-29,599
iPhone 12,Phone,189g,1828 mAh,32 GB,Apple A14 Bionic,6.5,Blue,2020-06-30,925
iPhone 11 Pro,Phone,189g,,64 GB,Apple A14 Bionic,5.8,Black,2020-07-21,1379
iPhone XS,Phone,177g,3190 mAh,32 GB,Apple A12 Bionic,6.5,Blue,2020-07-02,849
iPhone 12 Pro Max,Phone,177g,2775 mAh,256 GB,Apple A13 Bionic,6.1,Red,2020-07-11,995
iPhone 12 Pro,Phone,164g,2775 mAh,256 GB,Apple A13 Bionic,6.7,Black,2020-08-03,709
iPhone XS Max,Phone,177g,,512 GB,Apple A13 Bionic,6.5,White,2020-11-20,699
iPhone 12,Phone,164g,2658 mAh,256 GB,Apple A12 Bionic,6.1,White,2020-09-09,1639
iPhone 12 Pro Max,Phone,164g,1828 mAh,32 GB,Apple A12 Bionic,6.5,Green,2020-10-31,599
iPhone XR,Phone,189g,1828 mAh,64 GB,Apple A14 Bionic,5.8,Red,2020-07-29,1639
iPhone 11 Pro Max,Phone,228g,3190 mAh,64 GB,Apple A13 Bionic,6.5,White,2020-01-12,1379
iPhone 12 Mini,Phone,164g,,256 GB,Apple A12 Bionic,5.8,Green,2020-07-06,709
iPhone 11,Phone,228g,,512 GB,Apple A13 Bionic,5.8,White,2020-10-15,1639
iPhone 12 Mini,Phone,177g,2658 mAh,256 GB,Apple A12 Bionic,6.1,White,2020-06-20,849
iPhone SE,Phone,228g,1828 mAh,512 GB,Apple A13 Bionic,5.4,Red,2020-09-06,1515
iPhone 11 Pro,Phone,164g,2775 mAh,32 GB,Apple A14 Bionic,6.1,White,2020-07-04,599
iPhone 11 Pro Max,Phone,189g,1828 mAh,256 GB,Apple A12 Bionic,6.7,Black,2020-07-03,1449
iPhone XS Max,Phone,228g,1828 mAh,64 GB,Apple A13 Bionic,6.7,Green,2020-01-28,1639
iPhone 11,Phone,164g,1828 mAh,512 GB,Apple A14 Bionic,6.1,Blue,2020-02-01,1515
iPhone 11,Phone,228g,2775 mAh,64 GB,Apple A14 Bionic,5.8,Black,2020-03-18,1639
iPhone XS Max,Phone,228g,,32 GB,Apple A13 Bionic,5.4,White,2020-01-18,1379
iPhone SE,Phone,228g,2775 mAh,64 GB,Apple A12 Bionic,6.5,Gold,2020-02-05,599
iPhone 12 Pro,Phone,164g,2658 mAh,32 GB,Apple A12 Bionic,4.7,White,2020-03-22,679
iPhone SE,Phone,164g,,512 GB,Apple A14 Bionic,6.1,Blue,2020-03-23,1379
iPhone 11 Pro,Phone,177g,,512 GB,Apple A13 Bionic,5.8,Red,2020-09-07,679
iPhone 11 Pro,Phone,177g,2775 mAh,32 GB,Apple A13 Bionic,6.7,White,2020-06-27,709
iPhone 12 Mini,Phone,177g,2775 mAh,512 GB,Apple A12 Bionic,6.5,Blue,2020-04-05,949
iPhone 12 Pro,Phone,189g,2658 mAh,512 GB,Apple A14 Bionic,6.5,Gold,2020-01-16,639
iPhone XR,Phone,177g,,512 GB,Apple A12 Bionic,5.8,Gold,2020-04-30,949
iPhone 12 Pro Max,Phone,164g,2658 mAh,512 GB,Apple A13 Bionic,5.4,Green,2020-01-28,699
iPhone 11 Pro Max,Phone,228g,1828 mAh,512 GB,Apple A14 Bionic,6.1,Red,2020-06-12,699
iPhone 12 Mini,Phone,164g,2775 mAh,512 GB,Apple A12 Bionic,6.1,Blue,2020-03-03,1379
iPhone 12,Phone,164g,2775 mAh,64 GB,Apple A14 Bionic,6.1,Green,2020-03-18,995
iPhone 12 Pro Max,Phone,177g,2775 mAh,64 GB,Apple A13 Bionic,6.7,Red,2020-04-04,709
iPhone XR,Phone,189g,2658 mAh,512 GB,Apple A14 Bionic,5.8,Blue,2020-02-18,699
iPhone XS,Phone,189g,1828 mAh,32 GB,Apple A12 Bionic,4.7,Green,2020-02-05,995
iPhone 11,Phone,228g,1828 mAh,512 GB,Apple A13 Bionic,5.8,White,2020-02-13,1639
iPhone 11 Pro,Phone,177g,3190 mAh,64 GB,Apple A14 Bionic,6.7,Red,2020-03-21,1449
iPhone 11,Phone,164g,2658 mAh,64 GB,Apple A13 Bionic,6.7,Blue,2020-04-30,1379
iPhone 12 Pro,Phone,189g,2775 mAh,32 GB,Apple A13 Bionic,6.7,Green,2020-09-28,639
iPhone 11 Pro,Phone,177g,3190 mAh,256 GB,Apple A13 Bionic,5.8,Red,2020-07-06,1449
iPhone 11 Pro,Phone,164g,3190 mAh,256 GB,Apple A12 Bionic,5.4,Red,2020-07-05,1639
iPhone 11,Phone,164g,3190 mAh,32 GB,Apple A12 Bionic,4.7,Green,2020-07-09,1515
iPhone XS,Phone,164g,2775 mAh,256 GB,Apple A14 Bionic,6.7,Red,2020-06-15,699
iPhone 12 Pro,Phone,177g,1828 mAh,256 GB,Apple A13 Bionic,6.1,Red,2020-09-17,1449
iPhone XR,Phone,228g,1828 mAh,64 GB,Apple A14 Bionic,6.1,White,2020-11-22,1449
iPhone 11 Pro Max,Phone,228g,3190 mAh,512 GB,Apple A14 Bionic,6.7,White,2020-02-05,925
iPhone 12 Pro Max,Phone,177g,1828 mAh,512 GB,Apple A12 Bionic,5.4,Green,2020-06-14,679
iPhone 11,Phone,164g,2775 mAh,512 GB,Apple A14 Bionic,5.8,Green,2020-10-31,1379
iPhone XR,Phone,189g,1828 mAh,512 GB,Apple A14 Bionic,6.5,Blue,2020-03-31,639
iPhone 11 Pro Max,Phone,228g,,64 GB,Apple A13 Bionic,5.4,White,2020-03-20,849
iPhone XS Max,Phone,164g,2775 mAh,256 GB,Apple A14 Bionic,6.5,White,2020-02-04,849
iPhone 11 Pro Max,Phone,189g,2658 mAh,64 GB,Apple A14 Bionic,6.1,Black,2020-05-10,1199
iPhone XS,Phone,164g,2775 mAh,256 GB,Apple A14 Bionic,5.8,Green,2020-05-26,1379
iPhone 11 Pro,Phone,177g,3190 mAh,512 GB,Apple A12 Bionic,6.7,Black,2020-10-09,1199
iPhone 11,Phone,177g,1828 mAh,512 GB,Apple A14 Bionic,5.8,Black,2020-05-26,1639
iPhone XR,Phone,228g,,64 GB,Apple A12 Bionic,5.4,Red,2020-04-11,1199
iPhone XS Max,Phone,228g,1828 mAh,256 GB,Apple A12 Bionic,4.7,Green,2020-07-06,639
iPhone SE,Phone,189g,2775 mAh,512 GB,Apple A14 Bionic,4.7,Blue,2020-07-09,1639
iPhone XS,Phone,228g,3190 mAh,512 GB,Apple A12 Bionic,5.4,Gold,2020-05-25,995
iPhone 12 Mini,Phone,177g,,512 GB,Apple A13 Bionic,6.1,Red,2020-06-02,1639
iPhone 12,Phone,228g,1828 mAh,256 GB,Apple A13 Bionic,6.7,Black,2020-07-03,929
iPhone SE,Phone,177g,2658 mAh,32 GB,Apple A14 Bionic,6.1,Red,2020-01-25,929
iPhone 12,Phone,177g,2775 mAh,256 GB,Apple A12 Bionic,5.8,White,2020-02-02,929
iPhone XR,Phone,228g,2775 mAh,256 GB,Apple A14 Bionic,6.1,Blue,2020-04-02,709
iPhone 11 Pro,Phone,164g,1828 mAh,512 GB,Apple A13 Bionic,5.4,Gold,2020-09-13,1639
iPhone XR,Phone,164g,,512 GB,Apple A12 Bionic,5.4,Gold,2020-03-30,1449
iPhone 12 Pro,Phone,189g,3190 mAh,512 GB,Apple A14 Bionic,5.8,Red,2020-02-01,679
iPhone 11,Phone,228g,2658 mAh,32 GB,Apple A14 Bionic,6.1,Blue,2020-08-17,925
iPhone 12 Mini,Phone,164g,2658 mAh,32 GB,Apple A13 Bionic,6.7,Black,2020-05-08,925
iPhone XR,Phone,189g,,256 GB,Apple A14 Bionic,4.7,White,2020-05-19,1379
iPhone XS,Phone,177g,1828 mAh,512 GB,Apple A13 Bionic,4.7,Gold,2020-08-05,1449
iPhone 11,Phone,189g,3190 mAh,256 GB,Apple A14 Bionic,4.7,Red,2020-06-01,849
iPhone 12 Pro,Phone,177g,2658 mAh,32 GB,Apple A12 Bionic,6.5,Black,2020-08-14,1639
iPhone 12 Pro,Phone,228g,1828 mAh,512 GB,Apple A14 Bionic,6.1,White,2020-05-21,699
iPhone 11 Pro,Phone,177g,1828 mAh,64 GB,Apple A13 Bionic,4.7,White,2020-04-25,639
iPhone XS Max,Phone,189g,,256 GB,Apple A12 Bionic,6.5,Red,2020-07-16,925
iPhone 12,Phone,189g,2658 mAh,512 GB,Apple A14 Bionic,6.7,White,2020-10-11,995
iPhone 12 Mini,Phone,228g,2775 mAh,256 GB,Apple A12 Bionic,6.7,White,2020-11-08,1379
iPhone 11 Pro Max,Phone,177g,1828 mAh,64 GB,Apple A12 Bionic,5.8,Red,2020-02-08,709
iPhone 12,Phone,164g,2658 mAh,256 GB,Apple A13 Bionic,5.8,Red,2020-04-09,1515
iPhone 11,Phone,164g,,64 GB,Apple A14 Bionic,6.1,Blue,2020-09-27,1449
iPhone 12,Phone,228g,3190 mAh,64 GB,Apple A12 Bionic,4.7,Gold,2020-09-14,599
iPhone XS Max,Phone,177g,2658 mAh,256 GB,Apple A14 Bionic,5.8,Gold,2020-02-06,1639
iPhone 11 Pro Max,Phone,164g,2775 mAh,32 GB,Apple A12 Bionic,6.1,Gold,2020-10-01,679
iPhone 11 Pro Max,Phone,164g,2775 mAh,32 GB,Apple A14 Bionic,6.1,White,2020-06-23,929
iPhone 11 Pro Max,Phone,189g,2658 mAh,32 GB,Apple A12 Bionic,5.4,Green,2020-08-07,1379
iPhone SE,Phone,164g,,64 GB,Apple A14 Bionic,4.7,Green,2020-02-27,1379
iPhone 11 Pro Max,Phone,164g,1828 mAh,512 GB,Apple A14 Bionic,6.7,White,2020-11-07,1379
iPhone 11,Phone,164g,2775 mAh,512 GB,Apple A13 Bionic,5.8,White,2020-11-18,849
iPhone SE,Phone,164g,2658 mAh,64 GB,Apple A13 Bionic,4.7,Blue,2020-09-22,699
iPhone 12 Pro,Phone,177g,,256 GB,Apple A12 Bionic,6.1,Gold,2020-05-02,639
iPhone 12 Pro Max,Phone,189g,1828 mAh,512 GB,Apple A12 Bionic,6.5,Black,2020-10-10,679
iPhone 11 Pro,Phone,164g,1828 mAh,32 GB,Apple A13 Bionic,6.5,Gold,2020-02-12,1379
iPhone 12 Pro,Phone,189g,1828 mAh,256 GB,Apple A13 Bionic,4.7,Green,2020-06-20,699
iPhone 12 Mini,Phone,189g,1828 mAh,32 GB,Apple A13 Bionic,6.1,Green,2020-08-05,995
iPhone 11,Phone,189g,,256 GB,Apple A13 Bionic,4.7,Red,2020-03-03,929
iPhone 11 Pro Max,Phone,164g,1828 mAh,512 GB,Apple A13 Bionic,6.7,Blue,2020-03-19,849
iPhone 11 Pro,Phone,177g,3190 mAh,64 GB,Apple A14 Bionic,5.8,Gold,2020-05-16,1379
iPhone 12 Mini,Phone,177g,2658 mAh,512 GB,Apple A14 Bionic,5.4,White,2020-04-25,1515
iPhone 11,Phone,177g,3190 mAh,256 GB,Apple A13 Bionic,6.5,Red,2020-08-15,995
iPhone 12 Mini,Phone,228g,2775 mAh,512 GB,Apple A13 Bionic,6.5,Gold,2020-09-06,929
iPhone 12 Pro Max,Phone,164g,,512 GB,Apple A13 Bionic,6.5,Red,2020-01-11,679
iPhone 12 Mini,Phone,189g,2658 mAh,32 GB,Apple A13 Bionic,6.7,White,2020-10-24,1449
iPhone SE,Phone,164g,2658 mAh,32 GB,Apple A13 Bionic,5.4,White,2020-06-17,1379
